abs_energy_error_pct,acf_r2,config_id,delta_energy_pct,diag_weighted_mean,hardware,ks_statistic,model_name,model_size_b,nrmse,num_points,num_test_traces,num_traces,num_train_traces,p95_error_pct,p99_error_pct,sojourn_weighted,tp,transition_mi_max,transition_mode
41.35703080423241,0.975685304778358,model=deepseek-r1-distill-70b|hardware=A100|tp=4|size_b=70,41.35703080423241,0.9138746922906136,A100,0.3673491733274937,deepseek-r1-distill-70b,70,0.4963568547767255,18266.0,7,48,34,9.230575791905999,8.898609058367553,16.934759464493585,4,0.015201067360994136,logistic
2.074129986382617,0.9865710383105765,model=deepseek-r1-distill-70b|hardware=A100|tp=8|size_b=70,2.074129986382617,0.9100776002748058,A100,0.16626519216029784,deepseek-r1-distill-70b,70,0.40109314403429797,18266.0,7,48,34,0.5299157755183561,1.2077051204445002,17.65868962993508,8,0.014753849888776926,logistic
18.145414685497656,0.9313201642828621,model=deepseek-r1-distill-8b|hardware=A100|tp=1|size_b=8,18.145414685497656,0.8756157114937042,A100,0.34101382488479265,deepseek-r1-distill-8b,8,0.43818726333090774,20398.0,8,52,36,5.027494247670155,4.895351352648385,14.804750164258973,1,0.0112358475433052,logistic
13.375002033384192,0.9378361013226523,model=deepseek-r1-distill-8b|hardware=A100|tp=2|size_b=8,13.375002033384192,0.845494013624353,A100,0.2754232537279964,deepseek-r1-distill-8b,8,0.43410675071413696,17838.0,7,48,34,2.1495313954764135,2.5019446535049497,10.534283330599518,2,0.009034288163372484,logistic
9.340983424513347,0.7775551748459849,model=deepseek-r1-distill-8b|hardware=A100|tp=4|size_b=8,9.340983424513347,0.8430129722930384,A100,0.21560713084426508,deepseek-r1-distill-8b,8,0.37050109407883425,17838.0,7,47,33,2.1606466666460786,0.570962070929313,10.605626640074131,4,0.011261331925887852,logistic
27.502976070232965,0.7867845455896395,model=deepseek-r1-distill-8b|hardware=A100|tp=8|size_b=8,27.502976070232965,0.851107560095069,A100,0.3055835856037672,deepseek-r1-distill-8b,8,0.491845748408406,17838.0,7,48,34,0.05326859935568509,0.45323845554799863,9.093201637205116,8,0.008511447796729632,logistic
6.140982783871833,0.964859608551933,model=llama-3-405b|hardware=A100|tp=8|size_b=405,6.140982783871833,0.893268469757155,A100,0.4537936267071321,llama-3-405b,405,0.46740908992994307,13180.0,5,30,21,14.850968808675361,13.702710268665449,16.973046370450753,8,0.02283214712568804,logistic
7.2517348757196105,0.9809416474003462,model=llama-3-70b|hardware=A100|tp=4|size_b=70,7.2517348757196105,0.8961789363634354,A100,0.13713457768686613,llama-3-70b,70,0.35148868042169124,23466.0,9,59,41,0.02654139474454537,0.5013204970976396,14.511969682447795,4,0.026620190373523034,logistic
1.2716052868688008,0.9762354462031984,model=llama-3-70b|hardware=A100|tp=8|size_b=70,-1.2716052868688008,0.9210657667594391,A100,0.1246537396121884,llama-3-70b,70,0.33935894977313524,23465.0,9,60,42,1.4290068043103445,4.011646329236028,22.90500766282891,8,0.01770602597781834,logistic
42.40754213316067,0.9894146506180778,model=llama-3-8b|hardware=A100|tp=1|size_b=8,42.40754213316067,0.7930200856764157,A100,0.4268808777429467,llama-3-8b,8,0.3922954128597886,12760.0,5,30,21,27.46870543968583,38.049943898558034,7.436957814671659,1,0.04293240555348787,logistic
41.48963329858371,0.9766809554752494,model=llama-3-8b|hardware=A100|tp=2|size_b=8,41.48963329858371,0.7309367479149268,A100,0.3633228840125392,llama-3-8b,8,0.43568335672768826,12760.0,5,30,21,3.9587136563444694,14.120323306833903,5.763566726070568,2,0.023529625441684576,logistic
9.177524725957392,0.9758032754526845,model=llama-3-8b|hardware=A100|tp=4|size_b=8,9.177524725957392,0.751319709712231,A100,0.19114420062695925,llama-3-8b,8,0.48958261049541996,12760.0,5,30,21,0.3211389584028191,0.42389953970545263,5.761616314319818,4,0.010825430613036424,logistic
3.677550945753938,0.9570749384048202,model=llama-3-8b|hardware=A100|tp=8|size_b=8,-3.677550945753938,0.7818381517199792,A100,0.24224137931034484,llama-3-8b,8,0.46602904758653985,12760.0,5,30,21,1.099898297976405,2.5114951901019533,7.330219906059731,8,0.010891495746597979,logistic
2.310269744216979,0.7633468042454231,model=llama-3-8b|hardware=H100|tp=1|size_b=8,2.310269744216979,0.8295395043833295,H100,0.2059984214680347,llama-3-8b,8,0.48962227375232753,12670.0,5,30,21,1.8777372922768827,1.170744330193243,10.902926032270157,1,0.01718630722716119,logistic
10.428226299234396,0.7316289986900409,model=llama-3-8b|hardware=H100|tp=2|size_b=8,-10.428226299234396,0.7652937390414964,H100,0.36385161799526444,llama-3-8b,8,0.5123646396184343,12670.0,5,29,20,3.0741171273954238,2.757193388159047,10.980794984998441,2,0.02638795047947795,logistic
6.127459611968471,0.7103568184918049,model=llama-3-8b|hardware=H100|tp=4|size_b=8,6.127459611968471,0.7359414872205678,H100,0.28863456985003944,llama-3-8b,8,0.5121671100202984,12670.0,5,30,21,1.8668221320518201,1.6620801465127955,9.1384400749263,4,0.02156761908257332,logistic
2.904615281199287,0.6657518268658565,model=llama-3-8b|hardware=H100|tp=8|size_b=8,2.904615281199287,0.7310537301803913,H100,0.28634569850039465,llama-3-8b,8,0.5156874881201023,12670.0,5,30,21,0.38732730749126604,0.3913044970431431,8.777173362695763,8,0.015914017662890245,logistic
